id,start_date,end_date,duration,info_source,news_link,continent,country,state/india,geo_scope,area_name,ordered_by,decision_maker,shutdown_type_new,affected_network,full_or_service-based,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_service_details(specify),sms_affected,phone_call_affected,telcos_involved,gov_ack,official_just,other_just_details,off_statement,actual_cause,other_cause_details,election,violence,hr_abuse_reported,users_notified,users_affected/targetted,legal_justif,legal_method,telco_resp,telco_ack
12,2020-01-25,2020-01-26,1.0,other,http://jkhome.nic.in/g.o%20no.%2006(tsts)%20of%202020%20dt.%2026.01.2020.pdf,asia,india,jammu and kashmir,level 2,kashmir valley,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,yes,yes,,yes,national security/ counter-terrorism,"""security of the state and maintaining public order in view of the republic day""",http://jkhome.nic.in/g.o%20no.%2006(tsts)%20of%202020%20dt.%2026.01.2020.pdf,religious holiday/anniversary,prevent law and order situation during republic day,no,unknown,unknown,no,,yes,"yes. the inspector general office of the kashmir zone issued a mobile data, call and sms shutdown order to prevent a law and order situation due to the republic day. the order was later confirmed by the principal secretary of government. order - home-06(tsts) of 2020.",,unknown
13,2020-01-27,2020-01-28,1.0,other,http://jkhome.nic.in/g.o%20no.%2007(tsts)%20of%202020%20dt.%2028.01.2020.pdf,asia,india,jammu and kashmir,level 1,anantnag,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,mobile internet services were shut down to prevent a law and order situation during and after security forces operation in anantnag.,http://jkhome.nic.in/g.o%20no.%2007(tsts)%20of%202020%20dt.%2028.01.2020.pdf,other,"inspector general of police, kashmir zone",no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - home-07(tsts) of 2020.,,unknown
14,2020-01-30,,,news media article,https://alkhabaralyemeni.net/2020/01/30/76799/,middle east,yemen,,level 3,,executive government,minister of communications,shutdown,"broadband, mobile",full network,no,no,no,no,no,,no,no,"yemen: mtn, yemen: sabafon, yemen: y, yemen: yemen mobile",yes,unknown,,,other,conflict,no,no,no,no,,no,,https://alkhabaralyemeni.net/2020/01/30/76799/,yes
15,2020-01-31,2020-01-31,0.0,news media article,"https://www.medianama.com/2020/01/223-internet-shutdown-jabalpur/
https://transparency.facebook.com/internet-disruptions",asia,india,madhya pradesh,level 1,"jabalpur, in madhya pradesh",local government,district magistrate,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,,,protests,"mobile internet services in jabalpur city in madhya pradesh have been suspended as a “precautionary measure” to curb protests against the controversial citizenship amendment act, jabalpur deputy inspector general bs chouhan told to medianama.",no,unknown,unknown,no,,unknown,,https://twitter.com/airtel_presence/status/1223100898185887746?s=20,yes
16,2020-02-08,2020-02-08,0.0,social media,"https://twitter.com/khosrokalbasi/status/1226084817965604865, https://netblocks.org/reports/internet-shutdown-in-iran-following-reported-cyber-attack-18ljvdba",middle east,iran (islamic republic of),,level 3,national,executive government,ict ministry,shutdown,"broadband, mobile",full network,no,no,no,no,no,,no,no,"iran: mci (tci), iran: mtce, iran: mtn irancell, iran: rightel (tamin telecom), iran: taliya, iran: tkc",yes,other,cyber attack,https://twitter.com/sadjadb/status/1226082010936074240,unknown,cyber attack,no,no,no,no,,no,,,no
17,2020-02-09,2020-02-09,0.0,news media article,"https://www.tribuneindia.com/news/j-k/2g-mobile-internet-services-suspended-in-kashmir-again-38299; http://jkhome.nic.in/10(tsts)of2020_0001.pdf
https://transparency.facebook.com/internet-disruptions",asia,india,jammu and kashmir,level 2,kashmir valley,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,precautionary measure given the anniversary of death of mohammad afzal guru,http://jkhome.nic.in/10(tsts)of2020_0001.pdf,religious holiday/anniversary,seventh death anniversary of parliament attack convict mohammad afzal guru,no,no,unknown,no,,yes,"yes. the inspector general office of the kashmir zone issued a mobile shutdown order ""in order of the security of the state"" and to ""maintain public order"". the order was later confirmed by the principal secretary of government. order - home-10(tsts) of 2020.",,unknown
18,2020-02-11,2020-02-13,2.0,news media article,https://www.business-standard.com/article/current-affairs/syed-ali-shah-geelani-unwell-internet-snapped-in-kashmir-over-rumours-120021300301_1.html; http://jkhome.nic.in/11(tsts)of2020_0001.pdf; http://jkhome.nic.in/12(tsts)of2020_0001.pdf,asia,india,jammu and kashmir,level 2,kashmir valley,local government,prevent a law and order situation during and after security forces operation.,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,mobile internet services have been suspended in kashmir to prevent rumours about the health of separatist leader syed ali shah geelani.,http://jkhome.nic.in/11(tsts)of2020_0001.pdf,other,prevent rumours about the health of separatist leader syed ali shah geelani,no,no,unknown,no,,yes,"home-12(tsts) of 2020
home-11(tsts) of 2020",,unknown
19,2020-02-16,2020-04-06,50.0,news media article,https://www.reuters.com/article/us-vietnam-facebook-exclusive-iduskcn2232jx,asia,viet nam,,level 3,national,executive government,,throttle,"broadband, mobile",service-based,yes,no,no,no,no,,no,no,,no,illegal content,,,information control,,no,no,no,no,,,,,no
20,2020-02-18,2020-02-27,9.0,news media article,https://www.telegraphindia.com/west-bengal/net-curb-in-7-districts-for-madhyamik/cid/1746162; https://www.asianage.com/india/all-india/180220/west-bengal-internet-services-to-be-suspended-for-exams.html,asia,india,west bengal,level 2,"murshidabad,maldah,dakshin dinajpur,pashchim medinipur,birbhum,jalpaiguri, koch bihar, in the state of west bengal",state government,west bengal board of secondary education and home department,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,school exams,,,exam cheating,internet services were be suspended for a few hours in 42 blocks of seven districts for a few hours on the days madhyamik exams will be held to prevent question leak.,no,no,no,yes,,unknown,,,unknown
21,2020-02-19,2020-02-19,0.0,other,http://jkhome.nic.in/14(tsts)20200001.pdf,asia,india,jammu and kashmir,level 2,"baramulla district and awantipora police district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/14(tsts)20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - home-14(tsts) of 2020.,,unknown
22,2020-02-21,2020-02-23,2.0,news media article,https://www.accessnow.org/a-shutdown-taints-togos-2020-presidential-elections-what-happened-and-whats-next/,africa,togo,,level 3,national,unknown,,"shutdown, throttle","broadband, mobile","full network, service-based",yes,yes,yes,unknown,yes,,no,unknown,"togo: moov (maroc telecom), togo: togocel (togo com)",no,unknown,,,elections,,yes,yes,unknown,no,,,,,no
23,2020-02-22,2020-02-22,0.0,other,http://jkhome.nic.in/15tsts20200001.pdf,asia,india,jammu and kashmir,level 2,"anantnag and kulgam districts, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/15tsts20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - home-15(tsts) of 2020.,,unknown
24,2020-02-23,2020-02-28,5.0,news media article,https://zeenews.india.com/india/anti-caa-protest-internet-services-suspended-in-aligarh-after-protesters-police-clash-2265646.html; https://www.ndtv.com/india-news/anti-caa-protesters-in-ups-aligarh-clash-with-police-after-being-denied-permission-to-erect-tents-2184472; https://economictimes.indiatimes.com/news/politics-and-nation/mobile-internet-services-restored-in-ups-aligarh-dm/articleshow/74410372.cms?from=mdr,asia,india,uttar pradesh,level 1,"aligarh, in the state of uttar pradesh",local government,"district magistrate, chandra bhushan singh.",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,public safety/ quell unrest / restore public order,"the journal economic times stated: ""'it was suspended to maintain law and order situation in the area,' read an order by aligarh district magistrate chandra bhushan singh.""

read more at:
https://economictimes.indiatimes.com/news/politics-and-nation/mobile-internet-services-restored-in-ups-aligarh-dm/articleshow/74410372.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst",,protests,"internet services were suspended in aligarh district of uttar pradesh after anti-citizenship law protesters clashed with police on sunday (february 23). the violence broke out in the uparkot kotwali area of aligarh resulting in stone-throwing, a portion of a shop in the area being set on fire, and a police vehicle being vandalized.",no,yes,unknown,no,,unknown,,,unknown
25,2020-02-27,2020-02-28,1.0,social media,https://twitter.com/netblocks/status/1233218946909822981,middle east,turkey,,level 3,national,executive government,,shutdown,"broadband, mobile",service-based,yes,yes,no,yes,no,facebook messenger,no,no,"turkey: turk telekom (oger telecom), turkey: turkcell, turkey: vodafone",no,unknown,,,other,military activity in syria,no,no,no,no,,,,https://twitter.com/netblocks/status/1233218946909822981?s=20,yes
26,2020-02-28,2020-03-01,2.0,news media article,https://www.thehindu.com/news/national/curfew-imposed-in-meghalayas-east-khasi-hills-after-clashes/article30948606.ece?homepage=true; https://www.dnaindia.com/india/report-internet-suspended-night-curfew-imposed-in-meghalaya-s-shillong-following-violent-anti-caa-clashes-one-dead-2815394,asia,india,meghalaya,level 2,"east khasi hills,ri bhoi,west khasi hills,jaintia hills in the state of meghalaya",state government,state's home (police) department secretary c.v.d. diengdoh,shutdown,mobile,full network,no,no,no,no,no,,yes,no,,yes,public safety/ quell unrest / restore public order,,https://twitter.com/pooja_news/status/1233433864682364928/photo/2,communal violence,one person has been killed in clashes between ksu members and non-tribals during a meeting on caa and inner line permit (ilp) in meghalaya east khasi hills after which mobile internet services have been suspended in six districts.,no,yes,yes,no,,yes,"given reports of law and order situation in east khasi hills, the state's home (police) department secretary c.v.d. diengdoh ordered that sms services of all mobile providers be limited to 5 smses; shutdown of mobile internet services across all internet service providers.",,unknown
27,2020-03-02,2020-03-02,0.0,news media article,https://intelligencebriefs.com/agent-saboteurs-within-somalia-army-jam-kenyas-safaricom-bts-mast-in-mandera-frontier/,africa,kenya,,level 1,mandera,non-government,somalia national army (sna),shutdown,mobile,full network,no,no,no,no,no,,yes,yes,kenya: safaricom,no,unknown,,,other,fighting between the jubaland security forces and somalia national army near mandera,no,yes,no,no,,,,,no
28,2020-03-09,2020-03-09,0.0,other,http://jkhome.nic.in/18(tsts)20200001.pdf,asia,india,jammu and kashmir,level 2,kulgam and shopian,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/18(tsts)20200001.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 18(tsts) of 2020.,,unknown
29,2020-03-15,2020-03-15,0.0,other,http://jkhome.nic.in/19(tsts)20200001.pdf,asia,india,jammu and kashmir,level 2,anantnag and kulgam districts,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/19(tsts)20200001.pdf,political instability,security force operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 19(tsts) of 2020.,,unknown
30,2020-03-16,2020-03-19,3.0,news media article,https://www.telegraphindia.com/north-east/mobile-internet-shut-after-manipur-clash/cid/1754384; https://www.medianama.com/2020/03/223-internet-shutdown-manipur/,asia,india,manipur,level 2,"bishnupur,chandel,churachandpur,imphal east,imphal west,senapati,tamenglong,thoubal,ukhrul in the state of manipur",local government,"h. gyan prakash, special secretary (home)",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,"“social media has also become a handy tool for rumor mongers and is being used extensively to incite the general public”... “unless the use of internet/mobile data is curbed temporarily, there is likelihood of serious repercussions in the law and order and the possibilities of communal violence in the state.”",https://www.medianama.com/wp-content/uploads/internet-shutdown-manipur-march2020.png,communal violence,the manipur government has ordered shutdown of mobile internet services in the state for three days from monday to prevent misuse of social media to spread hate video messages and images following clashes between two villages over a land dispute.,no,yes,unknown,no,,yes,"due to inter-village communal violence in the chassad village in kamjong district, the and the spread of false rumors in the internet, h. gyan prakash, special secretary (home) ordered the suspension of all mobile services for 3 days in the territorial jurisdiction of the state of manipur.",,unknown
31,2020-03-21,2020-03-23,2.0,news media article,https://www.accessnow.org/une-promesse-non-tenue-de-keepiton-la-guinee-coupe-lacces-a-internet-et-bloque-les-medias-sociaux-le-jour-du-referendum/; https://www.boursorama.com/actualite-economique/actualites/guinee-un-dimanche-de-vote-sous-les-radars-42997421240c357e84817a591eaff321,africa,guinea,,level 3,national,unknown,,"shutdown, throttle","broadband, mobile","full network, service-based",yes,unknown,yes,unknown,unknown,,unknown,unknown,"guinea: cellcom, guinea: mtn, guinea: orange (sonatel), guinea bissau: mtn, guinea bissau: orange (sonatel)",no,unknown,,,elections,shutdowns happened during a referendum on the constitution,yes,yes,yes,no,,,,,
32,2020-04-04,2020-04-05,1.0,other,http://jkhome.nic.in/23(tsts)of2020.pdf; http://jkhome.nic.in/24(tsts)of2020.pdf; https://www.tribuneindia.com/news/j-k/4-hizb-militants-killed-in-kulgam-gunfight-65664,asia,india,jammu and kashmir,level 1,"kulgam district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during security forces operation.,http://jkhome.nic.in/23(tsts)of2020.pdf;,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 23(tsts) of 2020; 24(tsts) of 2020.,,unknown
33,2020-04-07,2020-04-08,1.0,other,http://jkhome.nic.in/25(tsts)2020.pdf,asia,india,jammu and kashmir,level 1,"baramulla, in jammu and kashmir",local government,inspector general of kashmir,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,,http://jkhome.nic.in/25(tsts)2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,"it described that the order was issued by a igp kashmir authorized officer, in order to prevent ""the likelihood of misuse of data services by anti-national elements to disturb law and order situation"".",,unknown
34,2020-04-10,2020-04-10,0.0,other,http://jkhome.nic.in/26(tsts)2020.pdf,asia,india,jammu and kashmir,level 1,"kupwara district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,likelihood of misuse of data services - uploading inciting/objectionable materials,http://jkhome.nic.in/26(tsts)2020.pdf,political instability,,no,unknown,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 26(tsts) of 2020.,,unknown
35,2020-04-11,2020-04-11,0.0,other,http://jkhome.nic.in/27(tsts)2020.pdf,asia,india,jammu and kashmir,level 1,"kulgam, in jammu and kashmir",local government,igp kashmir,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,,,political instability,security forces operation,no,unknown,unknown,no,,yes,"the igp, kashmir zone, ordered shut down of 2g services in kulgam on 11.03.2020 as a precautionary measure to prevent mobilization of locals and law and order situation.",,unknown
36,2020-04-17,2020-04-17,0.0,other,http://jkhome.nic.in/29(tsts)2020.pdf,asia,india,jammu and kashmir,level 1,"shopian district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/29(tsts)2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 29(tsts) of 2020.,,unknown
37,2020-04-21,2020-04-22,1.0,other,http://jkhome.nic.in/30(tsts)2020.pdf; http://jkhome.nic.in/31(tsts)2020.pdf,asia,india,jammu and kashmir,level 1,shopian and anantnag in jammu and kashmir,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during security forces operation.,http://jkhome.nic.in/30(tsts)2020.pdf; http://jkhome.nic.in/31(tsts)2020.pdf;,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 30(tsts) of 2020.; yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 31(tsts) of 2020.,,
38,2020-04-25,2020-04-25,0.0,news media article,http://jkhome.nic.in/32(tsts)2020.pdf,asia,india,jammu and kashmir,level 2,"kulgam district and awantipora, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during security forces operation.,http://jkhome.nic.in/32(tsts)2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 32(tsts) of 2020.,,unknown
39,2020-04-26,2020-04-26,0.0,news media article,https://zeenews.india.com/india/encounter-breaks-out-between-security-forces-and-terrorists-in-jammu-and-kashmirs-kulgam-2279361.html; http://jkhome.nic.in/33(tsts)2020.pdf,asia,india,jammu and kashmir,level 1,"kulgam, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,"""as a precautionary measure, the authorities have suspended mobile internet in the district."" https://zeenews.india.com/india/encounter-breaks-out-between-security-forces-and-terrorists-in-jammu-and-kashmirs-kulgam-2279361.html",http://jkhome.nic.in/33(tsts)2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 33(tsts) of 2020.,,unknown
40,2020-04-27,2020-04-27,0.0,other,http://jkhome.nic.in/35(tsts)of%202020.pdf,asia,india,jammu and kashmir,level 1,anantnag,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/35(tsts)of%202020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 35(tsts) of 2020.,,unknown
41,2020-04-28,2020-04-30,2.0,other,http://jkhome.nic.in/38(tsts)of2020.pdf; http://jkhome.nic.in/37(tsts)of2020.pdf; http://jkhome.nic.in/36(tsts)of2020.pdf,asia,india,jammu and kashmir,level 2,"shopian, anantnag, and pulwama districts, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/38(tsts)of2020.pdf,other,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 38(tsts) of 2020; 37(tsts) of 2020; 36(tsts) of 2020.,,unknown
42,2020-05-02,2020-05-03,1.0,news media article,https://www.indiatoday.in/india/story/jammu-kashmir-kupwara-handwara-encounter-operation-indian-army-millitants-jawans-martyred-1673820-2020-05-03; http://jkhome.nic.in/42(tsts)of2020.pdf; http://jkhome.nic.in/41(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,"kupwara, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/42(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 42(tsts) of 2020; 41(tsts) of 2020.,,unknown
43,2020-05-02,2020-05-02,0.0,other,http://jkhome.nic.in/39(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,"pulwama district, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during security forces operation.,http://jkhome.nic.in/39(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 39(tsts) of 2020.,,unknown
44,2020-05-05,2020-05-05,0.0,other,http://jkhome.nic.in/43(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,"kupwara, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during and after security forces operation.,http://jkhome.nic.in/43(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 43(tsts) of 2020.,,unknown
45,2020-05-05,2020-05-05,0.0,other,http://jkhome.nic.in/44(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,"district of ramban, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,fake news/ hate speech/ incendiary content/ promoting violence,prevent the spread of provocation material on social media,http://jkhome.nic.in/44(tsts)of2020.pdf,political instability,prevent the spread of material on social media that might create a law and order situation,no,unknown,unknown,no,,yes,"yes. the inspector general office of the kashmir zone issued a shutdown order to prevent spread of ""provocation material on social media"" that might have created a law and order situation. the order was later confirmed by the principal secretary of government. order - 44(tsts) of 2020.",,unknown
46,2020-05-06,2020-05-07,1.0,news media article,http://jkhome.nic.in/45(tsts)of2020.pdf;,asia,india,jammu and kashmir,level 1,awantipora,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,yes,yes,,yes,precautionary measure,prevent a law and order situation after security forces operation.,http://jkhome.nic.in/45(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 45(tsts) of 2020;,,unknown
47,2020-05-06,2020-05-13,,news media article,"http://jkhome.nic.in/46(tsts)of2020.pdf
http://jkhome.nic.in/47(tsts)of2020.pdf  
http://jkhome.nic.in/48(tsts)of%202020.pdf http://jkhome.nic.in/49(tsts)of2020.pdf",asia,india,jammu and kashmir,level 1,kashmir valley,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,yes,yes,,yes,precautionary measure,prevent a law and order situation after security forces operation.,http://jkhome.nic.in/46(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government. order - 46(tsts) of 2020; 47(tsts) of 2020; 48(tsts) of 2020; 49(tsts) of 2020.,,unknown
48,2020-05-12,2020-05-17,5.0,news media article,https://www.medianama.com/2020/05/223-mobile-data-shut-down-hooghly-bengal/; https://www.timesnownews.com/india/article/violence-erupts-over-movement-in-containment-zones-in-wb-governor-says-state-cannot-afford-communal-virus/591082,asia,india,west bengal,level 1,"chandannagar and serampore subdivision of hoogly, in the state of west bengal",local government,district magistrate,shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,public safety/ quell unrest / restore public order,,,communal violence,the restrictions reportedly came after communal clashes broke out in those areas when some people crossed over containment zone limits to use a public toilet.,no,yes,unknown,no,,unknown,,,unknown
49,2020-05-12,2020-05-27,15.0,other,http://jkhome.nic.in/48(tsts)of%202020.pdf,asia,india,,level 2,"all districts from jammu and kashmir, but for ganderbal and udhampur g",local government,principal secretary to the government home department of jammu and kashmir,"shutdown, throttle",mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,"preempt terrorist activity, recruiting, and disruption of public order during the election process to the 280 district development council constituencies and bye-eye elections to more than 13400 vacancies in pris/urbs.",http://jkhome.nic.in/48(tsts)of%202020.pdf,political instability,,no,no,unknown,no,,yes,"yes. the principal secretary to the government justified the shutdown as an attempt to preempt terrorist activity, recruiting, and disruption of public order during the election process to the 280 district development council constituencies and bye-eye elections to more than 13400 vacancies in pris/urbs.",,unknown
50,2020-05-13,2020-05-14,1.0,news media article,https://apnews.com/article/d5771b32be4a13581282e58e6f67465e; http://jkhome.nic.in/50(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,badgam,local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,likelihood of misuse of data services to mobilize locals and disturb law and order,http://jkhome.nic.in/50(tsts)of2020.pdf,protests,authorities shut down mobile internet service due to a protest on the shooting of a civilian by security forces (india’s central reserve police force) in a checkpoint.,no,yes,yes,no,,yes,yes. the inspector general office of the kashmir zone issued a shutdown order to prevent mobilization and a law and order situation. the order was later confirmed by the principal secretary of government. order - 50(tsts) of 2020.,,unknown
51,2020-05-14,2020-05-16,2.0,news media article,https://www.dabangasudan.org/en/all-news/article/precautionary-mobile-internet-slowdown-in-sudan-s-kassala,africa,sudan,,level 1,kassala,unknown,,shutdown,mobile,full network,no,no,no,no,no,,unknown,no,"sudan: mtn, sudan: sudani (sudatel), sudan: zain",unknown,other,precautionary measure,,communal violence,clash between communities,no,no,no,no,,,,,no
52,2020-05-14,2020-05-14,0.0,news media article,http://jkhome.nic.in/51(tsts)of2020.pdf,asia,india,jammu and kashmir,level 1,"kulgam, in jammu and kashmir",local government,"inspector general of police, kashmir zone",shutdown,mobile,full network,no,no,no,no,no,,no,no,,yes,precautionary measure,prevent a law and order situation during security forces operation.,http://jkhome.nic.in/51(tsts)of2020.pdf,political instability,security forces operation,no,yes,unknown,no,,yes,the inspector general office of the kashmir zone issued a shut down order to prevent mobilization and a law and order situation during security forces operation. the order was later confirmed by the principal secretary of government.,,no
53,2020-05-18,2020-05-18,0.0,cso kio partners,,asia,pakistan,,level 3,,unknown,,shutdown,"broadband, mobile",service-based,no,yes,no,no,no,,no,no,"pakistan: jazz (global telecom), pakistan: ptcl, pakistan: qubee (augere), pakistan: special communications organization, pakistan: telenor, pakistan: wateen telecom (abu dhabi), pakistan: wi-tribe, pakistan: zong (china mobile)",no,unknown,,,unknown,,no,no,no,no,,,,,no
54,2020-05-18,2020-05-22,4.0,news media article,https://theprint.in/india/internet-services-snapped-in-srinagar-after-crpf-jawan-cop-injured-in-encounter/424671/; https://indianexpress.com/article/india/kashmir-srinagar-encounter-militants-crpf-police-mobile-internet-live-updates-6416582/,asia,india,jammu and kashmir,level 1,srinagar in jammu and kashmir,unknown,,shutdown,mobile,full network,no,no,no,no,no,,yes,yes,,yes,precautionary measure,"""the official said mobile internet and mobile telephony services, except on bsnl postpaid, have been snapped in the city as a precautionary measure.""",,political instability,security forces operations,no,yes,unknown,no,,unknown,,,
